C:\Schneider\Soft\py\opc\venv\Scripts\python.exe C:/Schneider/Soft/py/opc/main.py
['Saturn.OPC.LanMon']
None
print(name, value, quality, time)
200.1.20.7 -0.004049999713897705 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.9 238.6376495361328 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.10 238.8621063232422 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.11 239.58880615234375 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.12 237.4620361328125 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.13 1.1584853331247966 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.14 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.15 3.4754559993743896 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.18 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.19 0.9999881982803345 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.22 28701.236 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.24 53.9375 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.25 94.56375 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.26 17139.302 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.28 40.835 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.29 56.94 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.30 7862.1975 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.32 0.31125 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.33 25.439998046875 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.34 3699.73875 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.36 12.7912490234375 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.37 12.18375 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.38 4958.7885 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.40 2.837499755859375 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.41 16.3624990234375 Good 2022-06-17 10:26:41.861000+00:00
200.1.20.42 44729.559895833336 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.1 0.0031499998569488527 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.2 0.0031499998569488527 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.5 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.6 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.9 238.62750244140625 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.10 238.6065216064453 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.11 240.01539611816406 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.12 237.26058959960938 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.13 0.006970437243580818 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.14 0.020911311730742455 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.18 1.0000001192092896 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.22 68.33375 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.26 39.815 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.30 19.914998046875 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.34 8.60375 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.38 11.3987490234375 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.19.42 44729.55826388889 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.1 0.0031499998569488527 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.2 0.0031499998569488527 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.5 -0.00225 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.6 -0.00225 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.9 238.75723266601562 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.10 237.86041259765625 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.11 240.38946533203125 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.12 238.02182006835938 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.13 0.007269866764545441 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.14 0.021809600293636322 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.18 0.8137335181236267 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.22 5611.9625 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.26 3270.82625 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.30 1639.659875 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.34 701.47625 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.38 934.3561875 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.18.42 44729.5594212963 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.1 0.009630000114440918 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.2 0.0045 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.3 0.0041400003433227535 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.4 0.0009900000095367431 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.5 -0.008280000686645507 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.6 0.0018900001049041747 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.7 -0.007560000419616699 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.8 -0.0026100001335144043 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.9 238.5855509440104 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.10 238.5297088623047 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.11 239.66644287109375 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.12 237.5605010986328 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.13 0.027690951091547806 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.14 0.027938850224018097 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.15 0.04041043296456337 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.16 0.014723570086061954 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.18 0.9219821095466614 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.19 0.4803146421909332 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.20 0.3546542227268219 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.22 244.774765625 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.26 142.621265625 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.30 71.5665078125 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.34 30.587001953125 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.38 40.75975 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.17.42 44729.552037037036 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.1 0.08379000091552734 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.2 0.07677000427246093 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.3 0.005670000076293946 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.4 0.0013500000238418578 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.5 -0.018450000762939452 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.6 -0.0032400002479553223 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.7 -0.008820000648498536 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.8 -0.006390000343322754 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.9 238.60203552246094 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.10 238.79713439941406 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.11 239.55490112304688 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.12 237.45407104492188 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.13 0.1676038553317388 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.14 0.4227427542209625 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.15 0.05027906969189644 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.16 0.029789742082357407 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.18 0.9992102980613708 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.19 0.5407575368881226 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.20 0.21983914077281952 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.22 1351.083375 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.26 830.322 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.30 359.87678125 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.34 160.8845 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.38 239.490515625 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.16.42 44729.55878472222 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.1 0.0034200000762939454 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.2 0.0034200000762939454 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.5 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.6 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.9 238.60673014322916 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.10 238.38037109375 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.11 239.74488830566406 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.12 237.69493103027344 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.13 0.008136123418807983 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.14 0.02440837025642395 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.18 0.9999999403953552 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.22 1526.766125 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.26 900.9023125 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.30 305.293 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.34 320.57078125 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.38 185.435015625 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.15.42 44729.55935185185 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.1 0.19719000244140625 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.2 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.3 0.19719000244140625 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.5 -0.019260000228881836 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.6 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.7 -0.019260000228881836 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.9 238.97672526041666 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.10 238.5362548828125 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.11 240.1103973388672 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.12 238.2835235595703 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.13 0.28167949120203656 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.14 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.15 0.8450384736061096 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.18 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.19 0.995263934135437 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.22 6242.7395 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.26 3782.70325 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.30 1450.642875 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.34 1009.3935625 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.38 919.9518125 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.14.42 44729.558599537035 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.1 0.0009900000095367431 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.2 0.0009900000095367431 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.5 -0.0008100000619888306 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.6 -0.0008100000619888306 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.9 238.74872334798178 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.10 238.13172912597656 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.11 240.01600646972656 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.12 238.0984344482422 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.13 0.002285412202278773 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.14 0.006856236606836319 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.18 0.7739572525024414 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.22 1414.021625 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.26 824.1295 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.30 413.15975 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.34 176.73225 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.38 235.422515625 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.13.42 44729.557662037034 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.1 0.04122000122070312 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.2 0.04122000122070312 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.5 -0.02052000045776367 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.6 -0.02052000045776367 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.9 238.78822326660156 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.10 238.57179260253906 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.11 240.14247131347656 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.12 237.65040588378906 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.13 0.07568460702896118 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.14 0.22705382108688354 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.18 0.9020358920097351 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.21 50.0625 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.22 1754.921125 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.26 1065.603 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.30 361.17103125 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.34 328.147 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.38 208.528765625 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.12.42 44729.55851851852 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.1 0.016110000610351564 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.2 0.011880000114440918 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.4 0.004230000019073486 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.5 0.010440000534057617 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.6 -0.009 Good 2022-06-17 10:26:41.861000+00:00
