C:\Schneider\Soft\py\opc\venv\Scripts\python.exe C:/Schneider/Soft/py/opc/main.py
['Saturn.OPC.LanMon']
None
print(name, value, quality, time)
200.1.11.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.8 0.019440000534057617 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.9 238.8443349202474 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.10 238.634521484375 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.11 239.47317504882812 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.1 0.7730999755859376 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.2 0.27179998779296877 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.12 238.42530822753906 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.3 0.2551499938964844 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.13 0.05230822414159775 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.4 0.24614999389648437 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.14 0.06421715766191483 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.5 -0.2794499816894531 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.6 -0.07559999847412109 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.16 0.09270751476287842 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.7 -0.11429999542236328 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.8 -0.08954999542236328 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.18 0.7970921397209167 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.9 227.51412455240884 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.20 0.212617427110672 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.10 227.64352416992188 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.11 228.25253295898438 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.22 2495.06325 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.12 226.6463165283203 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.13 1.76003897190094 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.14 1.7880321741104126 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.15 1.7711735963821411 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.26 1703.422625 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.16 1.7209111452102661 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.18 0.963196337223053 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.30 29.201751953125 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.19 0.9134795665740967 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.20 0.9393923878669739 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.34 762.4388125 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.22 74047.904 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.24 4097.06875 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.25 9905.875 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.38 234.382765625 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.26 43434.428 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.28 2460.54125 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.29 5714.2875 Good 2022-06-17 10:26:41.861000+00:00
200.1.11.42 44729.558912037035 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.30 21297.008 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.32 1107.0925 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.1 0.029700000762939452 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.33 2991.03725 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.2 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.3 0.02889000129699707 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.34 9316.468 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.4 0.0008100000619888306 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.5 0.00153000009059906 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.36 529.4350000000001 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.6 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.37 1200.549875 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.7 0.00153000009059906 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.38 12342.431 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.9 238.90045166015625 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.40 689.325 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.10 238.6949920654297 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.41 1656.227375 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.11 240.4617919921875 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.12 237.54457092285156 Good 2022-06-17 10:26:41.861000+00:00
200.4.1.42 44729.558229166665 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.13 0.048336259399851166 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.14 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.15 0.1354702115058899 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.1 0.29025 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.16 0.009538566693663597 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.2 0.09629999542236328 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.3 0.1939499969482422 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.18 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.19 0.9986006021499634 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.5 -0.06389999771118164 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.20 1.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.6 -0.02519999885559082 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.22 3480.44725 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.7 -0.03870000076293945 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.9 227.40121459960938 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.10 226.9891357421875 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.26 2413.45775 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.11 228.83255004882812 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.12 226.3819580078125 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.13 0.5051930745442709 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.14 0.6254174709320068 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.30 71.4447578125 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.15 0.8901617527008057 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.34 995.5445625 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.18 0.9671332836151123 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.19 0.9787386059761047 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.38 259.004765625 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.22 20205.986 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.24 3373.0685 Good 2022-06-17 10:26:41.861000+00:00
200.1.10.42 44729.55076388889 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.25 2515.85975 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.26 11680.657000000001 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.1 0.0009900000095367431 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.28 1978.66875 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.2 0.0009900000095367431 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.29 1465.30625 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.30 6124.3735 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.5 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.6 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.32 1013.5224375 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.33 737.1399375 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.34 2400.95625 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.9 238.99136352539062 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.10 238.50111389160156 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.36 380.8775 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.11 239.73651123046875 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.37 313.41375 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.12 238.73646545410156 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.38 3330.375 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.13 0.0022032431637247405 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.14 0.006609729491174221 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.40 558.95875 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.41 418.81871875 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.2.42 44729.55815972222 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.18 1.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.1 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.22 20.719001953125 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.2 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.5 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.26 12.1647509765625 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.6 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.9 227.8164265950521 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.10 227.07147216796875 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.30 5.88750048828125 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.11 228.9714813232422 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.12 227.4063262939453 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.13 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.14 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.34 2.666750244140625 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.23 0.7095 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.38 3.438750244140625 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.18 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.9.42 44729.55846064815 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.22 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.1 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.25 1.6260000000000001 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.26 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.2 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.27 0.7092500610351563 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.29 1.6252501220703126 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.5 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.6 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.30 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.9 238.87804158528647 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.10 238.42694091796875 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.34 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.11 240.02886962890625 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.35 0.00025 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.12 238.17831420898438 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.13 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.14 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.37 0.00075 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.38 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.39 0.17325000000000002 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.18 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.41 0.39400003051757815 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.3.42 44729.55538194445 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.22 2879.5935 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.1 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.2 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.26 1652.64925 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.5 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.6 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.30 616.08725 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.9 227.44751993815103 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.34 610.85675 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.10 227.23593139648438 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.11 228.46990966796875 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.12 226.63671875 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.13 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.38 346.7825 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.14 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.41 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.8.42 44729.550844907404 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.23 0.4330000305175781 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.18 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.1 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.2 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.22 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.5 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.25 0.9515000610351563 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.6 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.26 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.27 0.43225003051757815 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.9 238.81450907389322 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.29 0.95025 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.10 238.02488708496094 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.30 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.11 240.20335388183594 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.12 238.2152862548828 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.13 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.14 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.15 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.34 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.16 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.35 0.00075 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.17 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.18 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.37 0.0012500001192092896 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.19 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.20 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.38 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.21 50.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.39 0.28925003051757814 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.22 1210.67625 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.40 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.23 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.41 0.6837500610351562 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.24 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.4.42 44729.556921296295 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.25 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.26 818.00175 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.27 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.28 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.1 0.0021600000858306885 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.29 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.2 0.0021600000858306885 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.30 34.82725 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.3 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.31 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.4 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.32 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.5 0.0019800000190734863 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.33 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.34 357.84725 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.6 0.0019800000190734863 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.35 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.7 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.36 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.8 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.37 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.9 227.89677937825522 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.38 111.48625 Good 2022-06-17 10:26:41.861000+00:00
200.1.7.39 0.0 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.10 229.19558715820312 Good 2022-06-17 10:26:41.861000+00:00
200.4.5.11 227.11172485351562 Good 2022-06-17 10:26:41.861000+00:00
